step,kind,replaced term,action,domain,sector,traded effect,meant as,products,workplaces,services,ecology clause,climate clause,contract validity,contract conditions,truth stack score 0 to 4,truth stack priority 0 to 1,base five truth stack,truth stack decimal,compact truth stack,dimension meaning,from region,from commune,to region,to commune,activated effect,causal link,direction vector,note,causality,time,intensity,existence,potencies,effects,substance,matter,difference,determination,phenomena,angle direction
120,contribution offer,selling and labour supply,activate causal effect,water,primary reproduction,"Water effect: drinking water, cleaning, pipes, storage, source protection","secure existence for thirst, hygiene, health, farming, and fire or crisis protection","drinking water, filters, pumps, pipe parts, tanks, measuring sensors, cleaning units",water technicians; hydrologists; pipe builders; laboratory testers; emergency water crews; source protectors,"treatment, leak search, emergency distribution, quality testing, well and pipe maintenance",the water catchment must not be emptied; restoration and leak reduction are binding clauses,"drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",valid,"Causality high: the effect chain is plausible and may be prioritized. Time high: emergency or fast path, short deadline, later review. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: the water catchment must not be emptied; restoration and leak reduction are binding clauses climate clause: drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",3.442129,0.860532,433424334343,232261848,C=3.52 | T=3.27 | I=3.39 | E=3.79 | P=2.31 | F=3.88 | S=3.13 | M=3.49 | D=3.70 | V=3.33 | N=4.00 | R=3.24,"strong: Phenomena 4.00, Effects 3.88, Existence 3.79; weak or to be checked: Angle direction 3.24, Substance 3.13, Potencies 2.31",Aqua North Basin,AquaNortCommune900,Aqua North Basin,AquaNortCommune900,41284888.2009,water:AquaNortCommune900→AquaNortCommune900,angle=3.237; difference=3.705; determination=3.326; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.52,3.272368,3.393323,3.793323,2.311334,3.88,3.132871,3.491119,3.704747,3.325565,4.0,3.237109
120,need acceptance,buying a service,accept service effect,care,care reproduction,"Care effect: nursing, accompaniment, protection, time, relation, relief","maintenance of dignity, daily life, dependence safety, and social bond","care aids, wheelchairs, beds, hygiene goods, assistance devices, accessible equipment",care workers; assistants; social workers; family relief crews; dementia companions; neighbourhood teams,"basic care, accompaniment, child care, elder care, disability assistance, relief services",short routes and low material care are preferred; waste and hygiene must be safe,heat and crisis preparation for vulnerable people belong to care contracts,experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: short routes and low material care are preferred; waste and hygiene must be safe climate clause: heat and crisis preparation for vulnerable people belong to care contracts",1.863203,0.465801,311123340213,158808808,C=3.24 | T=1.22 | I=0.61 | E=0.91 | P=2.35 | F=3.20 | S=3.00 | M=3.76 | D=0.00 | V=1.60 | N=0.92 | R=3.31,"strong: Matter 3.76, Angle direction 3.31, Causality 3.24; weak or to be checked: Existence 0.91, Intensity 0.61, Difference 0.00",Mountain Water Towers,MountainCommune004,Mountain Water Towers,MountainCommune004,12311224.088646,care:MountainCommune004→MountainCommune004,angle=3.311; difference=0.000; determination=1.597; validity=experimental,"service is used as social effect, not purchased service value",3.24,1.221232,0.608,0.912,2.347376,3.2,3.0,3.760825,0.0,1.596845,0.918738,3.311243
120,need acceptance,buying a service,accept service effect,education,knowledge reproduction,"Education effect: ability, judgment, knowledge, self direction, future potential",development of potencies instead of training only for market usefulness,"learning rooms, books, devices, workshops, open curricula, learning material, digital access",teachers; mentors; workshop leaders; education coordinators; language and inclusion workers,"lessons, adult learning, retraining, civic education, open laboratories","ecological knowledge, repair ability, and substance cycles are teaching content","climate competence, adaptation knowledge, and energy use of learning infrastructure are tracked",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction conditional: limit side effects and climate effect. ecology clause: ecological knowledge, repair ability, and substance cycles are teaching content climate clause: climate competence, adaptation knowledge, and energy use of learning infrastructure are tracked",1.74946,0.437365,310133340213,156933808,C=2.80 | T=1.00 | I=0.50 | E=0.74 | P=2.98 | F=3.00 | S=3.00 | M=3.76 | D=0.00 | V=1.60 | N=0.92 | R=2.59,"strong: Matter 3.76, Effects 3.00, Substance 3.00; weak or to be checked: Existence 0.74, Intensity 0.50, Difference 0.00",Mountain Water Towers,MountainCommune004,Mountain Water Towers,MountainCommune004,8938213.960663,education:MountainCommune004→MountainCommune004,angle=2.591; difference=0.000; determination=1.597; validity=experimental,"service is used as social effect, not purchased service value",2.8,0.997232,0.496,0.744,2.976728,3.0,3.0,3.760825,0.0,1.596845,0.918738,2.59147
120,need acceptance,buying a service,accept service effect,mobility,logistics circulation,"Movement effect: access, transport, nearness, rescue route, goods flow",reachability of real needs instead of sold kilometres or ticket value,"bicycles, buses, trains, charging points, paths, spare parts, logistics software, rescue vehicles",drivers; route planners; bicycle and rail repairers; logistics workers; accessibility services; rescue transport,"public transport, goods movement, emergency transport, school routes, care rides, shared supply chains","land use, noise, air pollution, and habitat cuts are contract conditions","emission per movement effect, electrification, and avoidance of needless routes set direction",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction conditional: limit side effects and climate effect. ecology clause: land use, noise, air pollution, and habitat cuts are contract conditions climate clause: emission per movement effect, electrification, and avoidance of needless routes set direction",1.598251,0.399563,310122340213,156840058,C=2.64 | T=0.81 | I=0.40 | E=0.60 | P=2.37 | F=2.28 | S=3.00 | M=3.76 | D=0.00 | V=1.60 | N=0.92 | R=2.87,"strong: Matter 3.76, Substance 3.00, Angle direction 2.87; weak or to be checked: Existence 0.60, Intensity 0.40, Difference 0.00",Mountain Water Towers,MountainCommune004,Mountain Water Towers,MountainCommune004,11109541.302752,mobility:MountainCommune004→MountainCommune004,angle=2.867; difference=0.000; determination=1.597; validity=experimental,"service is used as social effect, not purchased service value",2.64,0.805232,0.4,0.6,2.3656,2.28,3.0,3.760825,0.0,1.596845,0.918738,2.8672
120,need acceptance,buying a service,accept service effect,governance,institutional coordination,"Determination effect: decision, law, conflict resolution, rights, truth correction",legitimation and error correction of the planetary economy instead of market or state automatic rule,"rules, minutes, decision registers, privacy tools, audit reports, conflict procedures",moderators; legal workers; privacy stewards; citizen councils; mediators; auditors; ombuds offices,"participation, objection procedures, truth review, resource release, conflict resolution",ecological limits are publicly watched and must not be voted away,"climate contracts need transparency, long horizons, and rights against displacement or technocracy",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: ecological limits are publicly watched and must not be voted away climate clause: climate contracts need transparency, long horizons, and rights against displacement or technocracy",1.933356,0.483339,311133340214,158886934,C=2.68 | T=1.19 | I=0.59 | E=0.89 | P=3.27 | F=3.44 | S=3.00 | M=3.76 | D=0.00 | V=1.60 | N=0.92 | R=3.63,"strong: Matter 3.76, Angle direction 3.63, Effects 3.44; weak or to be checked: Existence 0.89, Intensity 0.59, Difference 0.00",Mountain Water Towers,MountainCommune004,Mountain Water Towers,MountainCommune004,3764713.067521,governance:MountainCommune004→MountainCommune004,angle=3.628; difference=0.000; determination=1.597; validity=experimental,"service is used as social effect, not purchased service value",2.68,1.189232,0.592,0.888,3.269638,3.44,3.0,3.760825,0.0,1.596845,0.918738,3.627583
120,need acceptance,buying a service,accept service effect,knowledge,knowledge reproduction,"Knowledge effect: research, open plans, diagnosis, simulation, learning curves",increase of potencies and reduction of truth error,"open plans, measurement data, models, teaching material, build guides, diagnostic protocols",researchers; data stewards; simulation workers; librarians; technology transfer workers; local learning workshops,"analysis, advice, development, documentation, knowledge transfer, error review",knowledge must reveal substance consequences and must not hide externalisation,"climate models, adaptation knowledge, and technology assessment are core content",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: knowledge must reveal substance consequences and must not hide externalisation climate clause: climate models, adaptation knowledge, and technology assessment are core content",1.845222,0.461305,311123340214,158808809,C=2.76 | T=1.09 | I=0.54 | E=0.82 | P=2.48 | F=3.28 | S=3.00 | M=3.76 | D=0.00 | V=1.60 | N=0.92 | R=3.63,"strong: Matter 3.76, Angle direction 3.63, Effects 3.28; weak or to be checked: Existence 0.82, Intensity 0.54, Difference 0.00",Mountain Water Towers,MountainCommune004,Mountain Water Towers,MountainCommune004,3662928.204886,knowledge:MountainCommune004→MountainCommune004,angle=3.628; difference=0.000; determination=1.597; validity=experimental,"service is used as social effect, not purchased service value",2.76,1.093232,0.544,0.816,2.483764,3.28,3.0,3.760825,0.0,1.596845,0.918738,3.627583
120,need acceptance,buying a service,accept service effect,resilience,risk protection,"Resilience effect: redundancy, emergency ability, crisis protection, replacement paths","protection against shocks, climate events, supply failures, and social breaks","emergency stores, radio nets, mobile water filters, reserve power, shelters, evacuation plans",disaster protection; medical aid; grid redundancy; risk analysis; community drills; emergency logistics,"crisis planning, drills, emergency supply, redundancy building, risk monitoring, recovery coordination",resilience must not treat nature as a sacrifice reserve; natural buffers are protection infrastructure,"heat, flood, drought, and crop failure raise time and intensity and allow faster redistribution",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: resilience must not treat nature as a sacrifice reserve; natural buffers are protection infrastructure climate clause: heat, flood, drought, and crop failure raise time and intensity and allow faster redistribution",1.888147,0.472037,311124340214,158824434,C=2.52 | T=1.32 | I=0.66 | E=0.98 | P=2.28 | F=3.52 | S=3.00 | M=3.76 | D=0.00 | V=1.60 | N=0.92 | R=3.64,"strong: Matter 3.76, Angle direction 3.64, Effects 3.52; weak or to be checked: Phenomena 0.92, Intensity 0.66, Difference 0.00",Mountain Water Towers,MountainCommune004,Mountain Water Towers,MountainCommune004,6787503.409563,resilience:MountainCommune004→MountainCommune004,angle=3.638; difference=0.000; determination=1.597; validity=experimental,"service is used as social effect, not purchased service value",2.52,1.317232,0.656,0.984,2.280715,3.52,3.0,3.760825,0.0,1.596845,0.918738,3.638246
120,need acceptance,buying and consumption,accept effect for need,water,primary reproduction,"Water effect: drinking water, cleaning, pipes, storage, source protection","secure existence for thirst, hygiene, health, farming, and fire or crisis protection","drinking water, filters, pumps, pipe parts, tanks, measuring sensors, cleaning units",water technicians; hydrologists; pipe builders; laboratory testers; emergency water crews; source protectors,"treatment, leak search, emergency distribution, quality testing, well and pipe maintenance",the water catchment must not be emptied; restoration and leak reduction are binding clauses,"drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",experimental,"Causality high: the effect chain is plausible and may be prioritized. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: the water catchment must not be emptied; restoration and leak reduction are binding clauses climate clause: drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",2.105285,0.526321,421134340213,217496308,C=3.52 | T=1.61 | I=0.80 | E=1.20 | P=3.17 | F=3.88 | S=3.10 | M=3.77 | D=0.00 | V=1.60 | N=0.92 | R=3.31,"strong: Effects 3.88, Matter 3.77, Causality 3.52; weak or to be checked: Phenomena 0.92, Intensity 0.80, Difference 0.00",Mountain Water Towers,MountainCommune817,Mountain Water Towers,MountainCommune817,27359362.630665,water:MountainCommune817→MountainCommune817,angle=3.312; difference=0.000; determination=1.601; validity=experimental,"need satisfaction is accepted through existence, intensity, and time, not purchasing power",3.52,1.605232,0.8,1.2,3.174879,3.88,3.104548,3.774556,0.0,1.600647,0.920259,3.312155
120,need acceptance,buying and consumption,accept effect for need,food,primary reproduction,"Food effect: calories, nutrients, soil fertility, seed, harvest time","bodily reproduction, health, local food security, and culturally fitting supply","grain, vegetables, pulses, fruit, seed, cooling crates, storage crates, kitchen equipment",farmers; seed keepers; food processors; common kitchens; agroecology crews,"growing plans, harvest, processing, storage, distribution, common meals, nutrition guidance","soil building, water use, biodiversity, and toxic load are binding conditions","methane, fertiliser, transport, cooling, and climate resilient cropping shape the angle direction",valid,"Causality high: the effect chain is plausible and may be prioritized. Time high: emergency or fast path, short deadline, later review. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: soil building, water use, biodiversity, and toxic load are binding conditions climate clause: methane, fertiliser, transport, cooling, and climate resilient cropping shape the angle direction",3.543993,0.885998,334424344443,185387498,C=3.28 | T=3.33 | I=3.56 | E=3.94 | P=2.38 | F=3.76 | S=3.10 | M=3.77 | D=4.00 | V=3.80 | N=4.00 | R=3.31,"strong: Difference 4.00, Phenomena 4.00, Existence 3.94; weak or to be checked: Causality 3.28, Substance 3.10, Potencies 2.38",Mountain Water Towers,MountainCommune817,Mountain Water Towers,MountainCommune817,27359362.630665,food:MountainCommune817→MountainCommune817,angle=3.312; difference=4.000; determination=3.801; validity=valid,"need satisfaction is accepted through existence, intensity, and time, not purchasing power",3.28,3.325232,3.56,3.94,2.382016,3.76,3.104548,3.774556,4.0,3.800647,4.0,3.312155
120,need acceptance,buying and consumption,accept effect for need,energy,energy infrastructure,"Energy effect: light, heat, drive, grid stability, stored charge","condition for supply, communication, production, care, mobility, and disaster protection","electricity, heat, solar panels, wind parts, batteries, heat pumps, wires, control devices",electricians; grid planners; storage maintainers; solar and wind installers; energy cooperatives; load managers,"generation, distribution, load shifting, repair, insulation guidance, emergency power priority","mining, land use, dismantling, and recycling belong inside the contract","fossil share, efficiency, renewability, and emission effect set permission and priority",valid,"Causality high: the effect chain is plausible and may be prioritized. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: mining, land use, dismantling, and recycling belong inside the contract climate clause: fossil share, efficiency, renewability, and emission effect set permission and priority",3.296355,0.824089,333333344443,183106248,C=3.12 | T=2.85 | I=3.11 | E=3.42 | P=3.00 | F=3.20 | S=3.10 | M=3.77 | D=3.55 | V=3.55 | N=4.00 | R=3.21,"strong: Phenomena 4.00, Matter 3.77, Determination 3.55; weak or to be checked: Substance 3.10, Potencies 3.00, Time 2.85",Mountain Water Towers,MountainCommune817,Mountain Water Towers,MountainCommune817,27359362.630665,energy:MountainCommune817→MountainCommune817,angle=3.208; difference=3.545; determination=3.551; validity=valid,"need satisfaction is accepted through existence, intensity, and time, not purchasing power",3.12,2.848703,3.105843,3.417843,2.995816,3.2,3.104548,3.774556,3.54549,3.550667,4.0,3.208
120,need acceptance,buying or renting,stabilize shelter existence,shelter,social infrastructure,"Shelter effect: protection, room, warmth, safety, nearness to supply",stable basis of existence instead of rent or ownership as exclusion,"housing space, insulation, repair parts, sanitation, modular parts, common rooms",builders; renovators; architects; vacancy mappers; building technicians; housing mediators,"allocation by need, maintenance, conversion, accessibility, energy renovation, neighbourhood care","conversion before new building; land sealing, material cycling, and local greenery are clauses","heating energy, insulation, heat protection, and embodied emissions set the angle direction",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: conversion before new building; land sealing, material cycling, and local greenery are clauses climate clause: heating energy, insulation, heat protection, and embodied emissions set the angle direction",1.915335,0.478834,311134340213,158902558,C=2.92 | T=1.38 | I=0.69 | E=1.03 | P=2.54 | F=3.52 | S=3.10 | M=3.77 | D=0.00 | V=1.60 | N=0.92 | R=3.12,"strong: Matter 3.77, Effects 3.52, Angle direction 3.12; weak or to be checked: Phenomena 0.92, Intensity 0.69, Difference 0.00",Mountain Water Towers,MountainCommune817,Mountain Water Towers,MountainCommune817,27359362.630665,shelter:MountainCommune817→MountainCommune817,angle=3.120; difference=0.000; determination=1.601; validity=experimental,"housing access follows real need and capacity, not rent or price",2.92,1.381232,0.688,1.032,2.543748,3.52,3.104548,3.774556,0.0,1.600647,0.920259,3.12
120,need acceptance,buying a service,accept service effect,health,care reproduction,"Healing effect: diagnosis, treatment, prevention, medicine, nursing time",bodily and mental stabilisation by urgency instead of ability to pay,"medicine, dressings, diagnostic devices, beds, rehabilitation aids, hygiene equipment",doctors; nurses; laboratories; rescue teams; therapists; prevention workers; medical technicians,"diagnosis, treatment, emergency care, prevention, therapy, rehabilitation, health education","medical waste, water and energy demand, and toxic paths must be closed","heat, new disease burdens, emergency resilience, and climate proof infrastructure enter time and intensity",experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: medical waste, water and energy demand, and toxic paths must be closed climate clause: heat, new disease burdens, emergency resilience, and climate proof infrastructure enter time and intensity",1.964764,0.491191,311134340213,158902558,C=3.04 | T=1.45 | I=0.72 | E=1.08 | P=2.53 | F=3.64 | S=3.10 | M=3.77 | D=0.00 | V=1.60 | N=0.92 | R=3.31,"strong: Matter 3.77, Effects 3.64, Angle direction 3.31; weak or to be checked: Phenomena 0.92, Intensity 0.72, Difference 0.00",Mountain Water Towers,MountainCommune817,Mountain Water Towers,MountainCommune817,4514294.83406,health:MountainCommune817→MountainCommune817,angle=3.312; difference=0.000; determination=1.601; validity=experimental,"service is used as social effect, not purchased service value",3.04,1.445232,0.72,1.08,2.52759,3.64,3.104548,3.774556,0.0,1.600647,0.920259,3.312155
120,need acceptance,buying a service,accept service effect,care,care reproduction,"Care effect: nursing, accompaniment, protection, time, relation, relief","maintenance of dignity, daily life, dependence safety, and social bond","care aids, wheelchairs, beds, hygiene goods, assistance devices, accessible equipment",care workers; assistants; social workers; family relief crews; dementia companions; neighbourhood teams,"basic care, accompaniment, child care, elder care, disability assistance, relief services",short routes and low material care are preferred; waste and hygiene must be safe,heat and crisis preparation for vulnerable people belong to care contracts,experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: short routes and low material care are preferred; waste and hygiene must be safe climate clause: heat and crisis preparation for vulnerable people belong to care contracts",1.914159,0.47854,311133340213,158886933,C=3.24 | T=1.22 | I=0.61 | E=0.91 | P=2.95 | F=3.20 | S=3.10 | M=3.77 | D=0.00 | V=1.60 | N=0.92 | R=3.31,"strong: Matter 3.77, Angle direction 3.31, Causality 3.24; weak or to be checked: Existence 0.91, Intensity 0.61, Difference 0.00",Mountain Water Towers,MountainCommune817,Mountain Water Towers,MountainCommune817,5427736.854222,care:MountainCommune817→MountainCommune817,angle=3.312; difference=0.000; determination=1.601; validity=experimental,"service is used as social effect, not purchased service value",3.24,1.221232,0.608,0.912,2.951114,3.2,3.104548,3.774556,0.0,1.600647,0.920259,3.312155
120,need acceptance,buying a service,accept service effect,education,knowledge reproduction,"Education effect: ability, judgment, knowledge, self direction, future potential",development of potencies instead of training only for market usefulness,"learning rooms, books, devices, workshops, open curricula, learning material, digital access",teachers; mentors; workshop leaders; education coordinators; language and inclusion workers,"lessons, adult learning, retraining, civic education, open laboratories","ecological knowledge, repair ability, and substance cycles are teaching content","climate competence, adaptation knowledge, and energy use of learning infrastructure are tracked",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction conditional: limit side effects and climate effect. ecology clause: ecological knowledge, repair ability, and substance cycles are teaching content climate clause: climate competence, adaptation knowledge, and energy use of learning infrastructure are tracked",1.74432,0.43608,310133340213,156933808,C=2.80 | T=1.00 | I=0.50 | E=0.74 | P=2.80 | F=3.00 | S=3.10 | M=3.77 | D=0.00 | V=1.60 | N=0.92 | R=2.59,"strong: Matter 3.77, Substance 3.10, Effects 3.00; weak or to be checked: Existence 0.74, Intensity 0.50, Difference 0.00",Mountain Water Towers,MountainCommune817,Mountain Water Towers,MountainCommune817,4122322.551879,education:MountainCommune817→MountainCommune817,angle=2.591; difference=0.000; determination=1.601; validity=experimental,"service is used as social effect, not purchased service value",2.8,0.997232,0.496,0.744,2.796133,3.0,3.104548,3.774556,0.0,1.600647,0.920259,2.59147
120,need acceptance,buying a service,accept service effect,mobility,logistics circulation,"Movement effect: access, transport, nearness, rescue route, goods flow",reachability of real needs instead of sold kilometres or ticket value,"bicycles, buses, trains, charging points, paths, spare parts, logistics software, rescue vehicles",drivers; route planners; bicycle and rail repairers; logistics workers; accessibility services; rescue transport,"public transport, goods movement, emergency transport, school routes, care rides, shared supply chains","land use, noise, air pollution, and habitat cuts are contract conditions","emission per movement effect, electrification, and avoidance of needless routes set direction",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction conditional: limit side effects and climate effect. ecology clause: land use, noise, air pollution, and habitat cuts are contract conditions climate clause: emission per movement effect, electrification, and avoidance of needless routes set direction",1.656654,0.414164,310132340213,156918183,C=2.64 | T=0.81 | I=0.40 | E=0.60 | P=3.07 | F=2.28 | S=3.10 | M=3.77 | D=0.00 | V=1.60 | N=0.92 | R=2.87,"strong: Matter 3.77, Substance 3.10, Potencies 3.07; weak or to be checked: Existence 0.60, Intensity 0.40, Difference 0.00",Mountain Water Towers,MountainCommune817,Mountain Water Towers,MountainCommune817,5227573.649614,mobility:MountainCommune817→MountainCommune817,angle=2.867; difference=0.000; determination=1.601; validity=experimental,"service is used as social effect, not purchased service value",2.64,0.805232,0.4,0.6,3.07462,2.28,3.104548,3.774556,0.0,1.600647,0.920259,2.8672
120,need acceptance,buying a service,accept service effect,governance,institutional coordination,"Determination effect: decision, law, conflict resolution, rights, truth correction",legitimation and error correction of the planetary economy instead of market or state automatic rule,"rules, minutes, decision registers, privacy tools, audit reports, conflict procedures",moderators; legal workers; privacy stewards; citizen councils; mediators; auditors; ombuds offices,"participation, objection procedures, truth review, resource release, conflict resolution",ecological limits are publicly watched and must not be voted away,"climate contracts need transparency, long horizons, and rights against displacement or technocracy",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: ecological limits are publicly watched and must not be voted away climate clause: climate contracts need transparency, long horizons, and rights against displacement or technocracy",1.911908,0.477977,311133340214,158886934,C=2.68 | T=1.19 | I=0.59 | E=0.89 | P=2.85 | F=3.44 | S=3.10 | M=3.77 | D=0.00 | V=1.60 | N=0.92 | R=3.63,"strong: Matter 3.77, Angle direction 3.63, Effects 3.44; weak or to be checked: Existence 0.89, Intensity 0.59, Difference 0.00",Mountain Water Towers,MountainCommune817,Mountain Water Towers,MountainCommune817,1771626.757569,governance:MountainCommune817→MountainCommune817,angle=3.633; difference=0.000; determination=1.601; validity=experimental,"service is used as social effect, not purchased service value",2.68,1.189232,0.592,0.888,2.854752,3.44,3.104548,3.774556,0.0,1.600647,0.920259,3.632906
120,need acceptance,buying a service,accept service effect,knowledge,knowledge reproduction,"Knowledge effect: research, open plans, diagnosis, simulation, learning curves",increase of potencies and reduction of truth error,"open plans, measurement data, models, teaching material, build guides, diagnostic protocols",researchers; data stewards; simulation workers; librarians; technology transfer workers; local learning workshops,"analysis, advice, development, documentation, knowledge transfer, error review",knowledge must reveal substance consequences and must not hide externalisation,"climate models, adaptation knowledge, and technology assessment are core content",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Difference low: no priority treatment; maintenance or prevention only. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: knowledge must reveal substance consequences and must not hide externalisation climate clause: climate models, adaptation knowledge, and technology assessment are core content",1.893397,0.473349,311133340214,158886934,C=2.76 | T=1.09 | I=0.54 | E=0.82 | P=3.04 | F=3.28 | S=3.10 | M=3.77 | D=0.00 | V=1.60 | N=0.92 | R=3.63,"strong: Matter 3.77, Angle direction 3.63, Effects 3.28; weak or to be checked: Existence 0.82, Intensity 0.54, Difference 0.00",Mountain Water Towers,MountainCommune817,Mountain Water Towers,MountainCommune817,1643255.198768,knowledge:MountainCommune817→MountainCommune817,angle=3.633; difference=0.000; determination=1.601; validity=experimental,"service is used as social effect, not purchased service value",2.76,1.093232,0.544,0.816,3.043602,3.28,3.104548,3.774556,0.0,1.600647,0.920259,3.632906
