step,kind,legacy_term_replaced,action,domain,sector,trade_object,meant_as,product_examples,workplace_examples,service_examples,ecological_clause,climate_clause,contract_validity,contract_conditions,truth_stack_score_0_4,truth_stack_priority_0_1,truth_stack_base5,truth_stack_decimal,truth_stack_compact,dimension_meaning,from_region,from_commune,to_region,to_commune,activated_effect,causal_link,direction_vector,note,causality,time,intensity,existence,potencies,effects,substance,matter,difference,determination,phenomena,angle_direction
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,"Wasserwirkung: Trinkwasser, Reinigung, Leitung, Speicher, Quellschutz","Existenzsicherung für Durst, Hygiene, Gesundheit, Landwirtschaft und Feuer-/Krisenschutz","Trinkwasser, Filter, Pumpen, Rohrteile, Speicher, Messsensoren, Entsalzungs-/Reinigungseinheiten",Wassertechniker:in; Hydrolog:in; Leitungsbau; Laborprüfung; Notwasserteam; Quellschutzgruppe,"Aufbereitung, Lecksuche, Notverteilung, Qualitätsmessung, Brunnen-/Leitungswartung",Wassereinzugsgebiet darf nicht leergezogen werden; Renaturierung und Leckreduktion sind Vertragsauflagen,"Dürre, Starkregen und Pumpenergie werden mitgerechnet; energieintensive Lösungen brauchen erneuerbare Deckung",gültig,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit hoch: Notfall-/Schnellpfad, kurze Frist, spätere Nachprüfung. Intensität hoch: Einsatzstärke darf über Normalanteil steigen. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz hoch: reale Lücke zwischen Bedarf und Zustand legitimiert Handlung. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Wassereinzugsgebiet darf nicht leergezogen werden; Renaturierung und Leckreduktion sind Vertragsauflagen Klimabedingung: Dürre, Starkregen und Pumpenergie werden mitgerechnet; energieintensive Lösungen brauchen erneuerbare Deckung",3.442129,0.860532,433424334343,232261848,K=3.52 | Z=3.27 | I=3.39 | E=3.79 | P=2.31 | W=3.88 | S=3.13 | M=3.49 | D=3.70 | B=3.33 | Ph=4.00 | R=3.24,"stark: Phänomene 4.00, Wirkungen 3.88, Existenz 3.79; schwach/zu prüfen: Winkelrichtung 3.24, Substanz 3.13, Potenzen 2.31",Aqua-North Basin,Aqua-Nort Commune 900,Aqua-North Basin,Aqua-Nort Commune 900,41284888.2009,water:Aqua-Nort Commune 900->Aqua-Nort Commune 900,angle=3.237; difference=3.705; determination=3.326; validity=gültig,"contribution time directed by truth-vector priority, not wage/price",3.52,3.272368,3.393323,3.793323,2.311334,3.88,3.132871,3.491119,3.704747,3.325565,4.0,3.237109
120,need_acceptance,buy/service_purchase,accept_service_effect,education,knowledge_reproduction,"Bildungswirkung: Fähigkeit, Urteilskraft, Wissen, Selbstbestimmung, Zukunftspotenzial",Entwicklung von Potenzen statt Ausbildung nur für Marktverwertbarkeit,"Lernräume, Bücher, Geräte, Werkstätten, offene Lehrpläne, Lernmaterial, digitale Zugänge",Lehrkraft; Mentor:in; Werkstattleitung; Bildungskoordination; Sprach-/Inklusionsarbeit,"Unterricht, Erwachsenenbildung, berufliche Umqualifizierung, politische Bildung, offene Labore","Ökologisches Wissen, Reparaturfähigkeit und Stoffkreisläufe werden als Bildungsinhalt behandelt","Klimakompetenz, Anpassungswissen und Energieverbrauch der Lerninfrastruktur werden mitgeführt",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz niedrig: keine Vorrangbehandlung; nur Erhaltung oder Prävention. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung bedingt: Nebenfolgen und Klimawirkung begrenzen. Ökologiebedingung: Ökologisches Wissen, Reparaturfähigkeit und Stoffkreisläufe werden als Bildungsinhalt behandelt Klimabedingung: Klimakompetenz, Anpassungswissen und Energieverbrauch der Lerninfrastruktur werden mitgeführt",1.615545,0.403886,311123330113,158808158,K=2.80 | Z=1.00 | I=0.73 | E=0.74 | P=2.20 | W=3.00 | S=2.81 | M=2.64 | D=0.00 | B=1.37 | Ph=0.83 | R=2.59,"stark: Wirkungen 3.00, Substanz 2.81, Kausalität 2.80; schwach/zu prüfen: Existenz 0.74, Intensität 0.73, Differenz 0.00",Highland Care Ring,Highland Commune 291,Highland Care Ring,Highland Commune 291,8388668.535983,education:Highland Commune 291->Highland Commune 291,angle=2.591; difference=0.000; determination=1.372; validity=experimentell,"service is used as social effect, not purchased service value",2.8,0.997232,0.728524,0.744,2.200088,3.0,2.812716,2.641593,0.0,1.371836,0.828734,2.59147
120,need_acceptance,buy/service_purchase,accept_service_effect,mobility,logistics_circulation,"Bewegungswirkung: Zugang, Transport, Nähe, Rettungsweg, Güterfluss",Erreichbarkeit realer Bedürfnisse statt verkaufter Kilometer oder Ticketwert,"Fahrräder, Busse, Bahnen, Ladepunkte, Wege, Ersatzteile, Logistiksoftware, Rettungsfahrzeuge",Fahrer:in; Streckenplanung; Fahrrad-/Bahnreparatur; Logistik; Barrierefreiheitsdienst; Rettungstransport,"ÖPNV, Gütertransport, Notfalltransport, Schulwege, Pflegefahrten, gemeinschaftliche Lieferketten","Flächenverbrauch, Lärm, Luftschadstoffe und Zerschneidung von Lebensräumen sind Vertragsbedingungen","Emission pro Bewegungswirkung, Elektrifizierung und Vermeidung unnötiger Wege bestimmen die Richtung",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Differenz niedrig: keine Vorrangbehandlung; nur Erhaltung oder Prävention. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung bedingt: Nebenfolgen und Klimawirkung begrenzen. Ökologiebedingung: Flächenverbrauch, Lärm, Luftschadstoffe und Zerschneidung von Lebensräumen sind Vertragsbedingungen Klimabedingung: Emission pro Bewegungswirkung, Elektrifizierung und Vermeidung unnötiger Wege bestimmen die Richtung",1.50029,0.375072,311122330113,158792533,K=2.64 | Z=0.81 | I=0.63 | E=0.60 | P=2.09 | W=2.28 | S=2.81 | M=2.64 | D=0.00 | B=1.37 | Ph=0.83 | R=2.87,"stark: Winkelrichtung 2.87, Substanz 2.81, Materie 2.64; schwach/zu prüfen: Intensität 0.63, Existenz 0.60, Differenz 0.00",Highland Care Ring,Highland Commune 291,Highland Care Ring,Highland Commune 291,12152607.19964,mobility:Highland Commune 291->Highland Commune 291,angle=2.867; difference=0.000; determination=1.372; validity=experimentell,"service is used as social effect, not purchased service value",2.64,0.805232,0.632524,0.6,2.092323,2.28,2.812716,2.641593,0.0,1.371836,0.828734,2.8672
120,need_acceptance,buy/service_purchase,accept_service_effect,governance,institutional_coordination,"Bestimmungswirkung: Entscheidung, Recht, Konfliktlösung, Schutzrechte, Wahrheitskorrektur",Legitimation und Fehlerkorrektur der Planetenwirtschaft statt Markt-/Staatsautomatismus,"Regeln, Protokolle, Beschlussregister, Datenschutzwerkzeuge, Auditberichte, Konfliktverfahren",Moderation; Rechtsarbeit; Datenschutz; Bürgerrat; Mediator:in; Audit; Ombudsstelle,"Mitbestimmung, Widerspruchsverfahren, Wahrheitsprüfung, Ressourcenfreigabe, Konfliktlösung",Ökologische Grenzen werden demokratisch überwacht und dürfen nicht überstimmt werden,"Klimaverträge brauchen Transparenz, Langfristigkeit und Rechte gegen Verdrängung/Technokratie",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz niedrig: keine Vorrangbehandlung; nur Erhaltung oder Prävention. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Ökologische Grenzen werden demokratisch überwacht und dürfen nicht überstimmt werden Klimabedingung: Klimaverträge brauchen Transparenz, Langfristigkeit und Rechte gegen Verdrängung/Technokratie",1.774195,0.443549,311123330113,158808158,K=2.68 | Z=1.19 | I=0.82 | E=0.89 | P=2.49 | W=3.44 | S=2.81 | M=2.64 | D=0.00 | B=1.37 | Ph=0.83 | R=3.31,"stark: Wirkungen 3.44, Winkelrichtung 3.31, Substanz 2.81; schwach/zu prüfen: Phänomene 0.83, Intensität 0.82, Differenz 0.00",Highland Care Ring,Highland Commune 291,Highland Care Ring,Highland Commune 291,4012564.506269,governance:Highland Commune 291->Highland Commune 291,angle=3.313; difference=0.000; determination=1.372; validity=experimentell,"service is used as social effect, not purchased service value",2.68,1.189232,0.824524,0.888,2.493956,3.44,2.812716,2.641593,0.0,1.371836,0.828734,3.31257
120,need_acceptance,buy/service_purchase,accept_service_effect,knowledge,knowledge_reproduction,"Erkenntniswirkung: Forschung, offene Pläne, Diagnose, Simulation, Lernkurven",Erhöhung der Potenzen und Senkung von Wahrheitsfehlern,"Open-Source-Pläne, Messdaten, Modelle, Lehrmaterial, Bauanleitungen, Diagnoseprotokolle",Forschung; Datenpflege; Simulation; Bibliothek; Techniktransfer; lokale Lernwerkstatt,"Analyse, Beratung, Entwicklung, Dokumentation, Wissensübertragung, Fehlerauswertung",Wissen muss Stofffolgen sichtbar machen und darf Externalisierung nicht verstecken,"Klimamodelle, Anpassungswissen und Technikfolgenabschätzung sind Kerninhalte",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz niedrig: keine Vorrangbehandlung; nur Erhaltung oder Prävention. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Wissen muss Stofffolgen sichtbar machen und darf Externalisierung nicht verstecken Klimabedingung: Klimamodelle, Anpassungswissen und Technikfolgenabschätzung sind Kerninhalte",1.77602,0.444005,311133330113,158886283,K=2.76 | Z=1.09 | I=0.78 | E=0.82 | P=2.97 | W=3.28 | S=2.81 | M=2.64 | D=0.00 | B=1.37 | Ph=0.83 | R=3.31,"stark: Winkelrichtung 3.31, Wirkungen 3.28, Potenzen 2.97; schwach/zu prüfen: Existenz 0.82, Intensität 0.78, Differenz 0.00",Highland Care Ring,Highland Commune 291,Highland Care Ring,Highland Commune 291,2977340.511386,knowledge:Highland Commune 291->Highland Commune 291,angle=3.313; difference=0.000; determination=1.372; validity=experimentell,"service is used as social effect, not purchased service value",2.76,1.093232,0.776524,0.816,2.96751,3.28,2.812716,2.641593,0.0,1.371836,0.828734,3.31257
120,need_acceptance,buy/service_purchase,accept_service_effect,resilience,risk_protection,"Resilienzwirkung: Redundanz, Notfallfähigkeit, Krisenschutz, Ersatzwege","Schutz gegen Schocks, Klimaereignisse, Lieferausfälle und soziale Brüche","Notlager, Funknetze, mobile Wasserfilter, Reserveenergie, Schutzräume, Evakuierungspläne",Katastrophenschutz; Sanitätsdienst; Netzredundanz; Risikoanalyse; Gemeindeübungen; Notlogistik,"Krisenplanung, Übungen, Notversorgung, Redundanzaufbau, Risiko-Monitoring, Wiederaufbaukoordination",Resilienz darf Natur nicht als Opferreserve behandeln; Naturpuffer gelten selbst als Schutzinfrastruktur,"Hitze, Flut, Dürre und Ernteausfall erhöhen Zeit/Intensität und erlauben schnellere Umverteilung",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz niedrig: keine Vorrangbehandlung; nur Erhaltung oder Prävention. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Resilienz darf Natur nicht als Opferreserve behandeln; Naturpuffer gelten selbst als Schutzinfrastruktur Klimabedingung: Hitze, Flut, Dürre und Ernteausfall erhöhen Zeit/Intensität und erlauben schnellere Umverteilung",1.794611,0.448653,311124330113,158823783,K=2.52 | Z=1.32 | I=0.89 | E=0.98 | P=2.42 | W=3.52 | S=2.81 | M=2.64 | D=0.00 | B=1.37 | Ph=0.83 | R=3.32,"stark: Wirkungen 3.52, Winkelrichtung 3.32, Substanz 2.81; schwach/zu prüfen: Intensität 0.89, Phänomene 0.83, Differenz 0.00",Highland Care Ring,Highland Commune 291,Highland Care Ring,Highland Commune 291,6386637.343779,resilience:Highland Commune 291->Highland Commune 291,angle=3.323; difference=0.000; determination=1.372; validity=experimentell,"service is used as social effect, not purchased service value",2.52,1.317232,0.888524,0.984,2.423792,3.52,2.812716,2.641593,0.0,1.371836,0.828734,3.323233
120,need_acceptance,buy/consumption,accept_effect_for_need,water,primary_reproduction,"Wasserwirkung: Trinkwasser, Reinigung, Leitung, Speicher, Quellschutz","Existenzsicherung für Durst, Hygiene, Gesundheit, Landwirtschaft und Feuer-/Krisenschutz","Trinkwasser, Filter, Pumpen, Rohrteile, Speicher, Messsensoren, Entsalzungs-/Reinigungseinheiten",Wassertechniker:in; Hydrolog:in; Leitungsbau; Laborprüfung; Notwasserteam; Quellschutzgruppe,"Aufbereitung, Lecksuche, Notverteilung, Qualitätsmessung, Brunnen-/Leitungswartung",Wassereinzugsgebiet darf nicht leergezogen werden; Renaturierung und Leckreduktion sind Vertragsauflagen,"Dürre, Starkregen und Pumpenergie werden mitgerechnet; energieintensive Lösungen brauchen erneuerbare Deckung",gültig,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit hoch: Notfall-/Schnellpfad, kurze Frist, spätere Nachprüfung. Intensität hoch: Einsatzstärke darf über Normalanteil steigen. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz hoch: reale Lücke zwischen Bedarf und Zustand legitimiert Handlung. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Wassereinzugsgebiet darf nicht leergezogen werden; Renaturierung und Leckreduktion sind Vertragsauflagen Klimabedingung: Dürre, Starkregen und Pumpenergie werden mitgerechnet; energieintensive Lösungen brauchen erneuerbare Deckung",3.499394,0.874848,434424324443,234214373,K=3.52 | Z=3.41 | I=3.85 | E=4.00 | P=2.48 | W=3.88 | S=2.89 | M=2.30 | D=4.00 | B=3.57 | Ph=4.00 | R=3.26,"stark: Existenz 4.00, Differenz 4.00, Phänomene 4.00; schwach/zu prüfen: Substanz 2.89, Potenzen 2.48, Materie 2.30",Highland Care Ring,Highland Commune 634,Highland Care Ring,Highland Commune 634,58245086.936558,water:Highland Commune 634->Highland Commune 634,angle=3.258; difference=4.000; determination=3.574; validity=gültig,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.52,3.405232,3.849585,4.0,2.483899,3.88,2.890989,2.304818,4.0,3.574061,4.0,3.257775
120,need_acceptance,buy/consumption,accept_effect_for_need,food,primary_reproduction,"Nahrungswirkung: Kalorien, Nährstoffe, Bodenfruchtbarkeit, Saatgut, Erntezeit","Körperliche Reproduktion, Gesundheit, lokale Ernährungssicherheit und kulturell passende Versorgung","Getreide, Gemüse, Hülsenfrüchte, Obst, Saatgut, Kühl-/Lagerkisten, Kücheninfrastruktur",Landwirt:in; Saatgutpflege; Lebensmittelverarbeitung; Gemeinschaftsküche; Agrarökologie-Team,"Anbauplanung, Ernte, Verarbeitung, Lagerung, Verteilung, Gemeinschaftsverpflegung, Ernährungsberatung","Bodenaufbau, Wasserverbrauch, Biodiversität und Pestizid-/Schadstofflast sind bindende Bedingungen","Methan, Dünger, Transport, Kühlung und klimaresiliente Anbaumuster gehen in die Winkelrichtung ein",gültig,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit hoch: Notfall-/Schnellpfad, kurze Frist, spätere Nachprüfung. Intensität hoch: Einsatzstärke darf über Normalanteil steigen. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz hoch: reale Lücke zwischen Bedarf und Zustand legitimiert Handlung. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Bodenaufbau, Wasserverbrauch, Biodiversität und Pestizid-/Schadstofflast sind bindende Bedingungen Klimabedingung: Methan, Dünger, Transport, Kühlung und klimaresiliente Anbaumuster gehen in die Winkelrichtung ein",3.436676,0.859169,334424324443,185386248,K=3.28 | Z=3.33 | I=3.81 | E=3.94 | P=2.27 | W=3.76 | S=2.89 | M=2.30 | D=4.00 | B=3.57 | Ph=4.00 | R=3.26,"stark: Differenz 4.00, Phänomene 4.00, Existenz 3.94; schwach/zu prüfen: Substanz 2.89, Materie 2.30, Potenzen 2.27",Highland Care Ring,Highland Commune 634,Highland Care Ring,Highland Commune 634,18024418.45672,food:Highland Commune 634->Highland Commune 634,angle=3.258; difference=4.000; determination=3.574; validity=gültig,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.28,3.325232,3.809585,3.94,2.265848,3.76,2.890989,2.304818,4.0,3.574061,4.0,3.257775
120,need_acceptance,buy/consumption,accept_effect_for_need,energy,infrastructure_energy,"Energiewirkung: Licht, Wärme, Antrieb, Netzstabilität, Speicherladung","Bedingung für Versorgung, Kommunikation, Produktion, Pflege, Mobilität und Katastrophenschutz","Strom, Wärme, Solarpaneele, Windkomponenten, Batterien, Wärmepumpen, Leitungen, Steuergeräte",Elektriker:in; Netzplanung; Speicherwartung; Solar-/Windmontage; Energiegenossenschaft; Lastmanagement,"Erzeugung, Verteilung, Lastverschiebung, Reparatur, Dämm-/Effizienzberatung, Notstrompriorisierung","Materialabbau, Flächenverbrauch und Rückbau/Recycling sind Teil des Vertrags","Fossilanteil, Effizienz, Erneuerbarkeit und Emissionswirkung bestimmen Zulassung und Priorität",gültig,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit hoch: Notfall-/Schnellpfad, kurze Frist, spätere Nachprüfung. Intensität hoch: Einsatzstärke darf über Normalanteil steigen. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz hoch: reale Lücke zwischen Bedarf und Zustand legitimiert Handlung. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Materialabbau, Flächenverbrauch und Rückbau/Recycling sind Teil des Vertrags Klimabedingung: Fossilanteil, Effizienz, Erneuerbarkeit und Emissionswirkung bestimmen Zulassung und Priorität",3.319214,0.829803,334423324443,185370623,K=3.12 | Z=3.05 | I=3.67 | E=3.74 | P=2.49 | W=3.20 | S=2.89 | M=2.30 | D=4.00 | B=3.57 | Ph=4.00 | R=3.21,"stark: Differenz 4.00, Phänomene 4.00, Existenz 3.74; schwach/zu prüfen: Substanz 2.89, Potenzen 2.49, Materie 2.30",Highland Care Ring,Highland Commune 634,Highland Care Ring,Highland Commune 634,34436412.207654,energy:Highland Commune 634->Highland Commune 634,angle=3.208; difference=4.000; determination=3.574; validity=gültig,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.12,3.053232,3.673585,3.736,2.493371,3.2,2.890989,2.304818,4.0,3.574061,4.0,3.208
120,need_acceptance,buy/rent,stabilize_shelter_existence,shelter,social_infrastructure,"Wohnwirkung: Schutz, Raum, Wärme, Sicherheit, Nähe zu Versorgung",Stabile Existenzgrundlage statt Miete/Eigentum als Ausschlussmechanismus,"Wohnraum, Dämmmaterial, Reparaturteile, Sanitärtechnik, modulare Bauteile, Gemeinschaftsräume",Bauhandwerk; Sanierung; Architektur; Leerstandserfassung; Haustechnik; Konfliktmoderation Wohnen,"Zuweisung nach Bedarf, Instandhaltung, Umbau, Barrierefreiheit, energetische Sanierung, Nachbarschaftspflege","Umbau vor Neubau; Bodenversiegelung, Materialkreislauf und lokale Grünwirkung sind Auflagen","Heizenergie, Dämmung, Hitzeschutz und graue Emissionen bestimmen die Winkelrichtung",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz niedrig: keine Vorrangbehandlung; nur Erhaltung oder Prävention. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Umbau vor Neubau; Bodenversiegelung, Materialkreislauf und lokale Grünwirkung sind Auflagen Klimabedingung: Heizenergie, Dämmung, Hitzeschutz und graue Emissionen bestimmen die Winkelrichtung",1.781454,0.445364,311124320113,158823158,K=2.92 | Z=1.38 | I=0.94 | E=1.03 | P=2.07 | W=3.52 | S=2.89 | M=2.30 | D=0.00 | B=1.37 | Ph=0.83 | R=3.12,"stark: Wirkungen 3.52, Winkelrichtung 3.12, Kausalität 2.92; schwach/zu prüfen: Intensität 0.94, Phänomene 0.83, Differenz 0.00",Highland Care Ring,Highland Commune 634,Highland Care Ring,Highland Commune 634,58245086.936558,shelter:Highland Commune 634->Highland Commune 634,angle=3.120; difference=0.000; determination=1.374; validity=experimentell,"housing access through real need and capacity, not rent/price",2.92,1.381232,0.937585,1.032,2.073822,3.52,2.890989,2.304818,0.0,1.374061,0.829624,3.12
120,need_acceptance,buy/service_purchase,accept_service_effect,health,care_reproduction,"Heilungswirkung: Diagnose, Behandlung, Prävention, Medikamente, Pflegezeit",Körperliche und psychische Stabilisierung nach Dringlichkeit statt Zahlungsfähigkeit,"Medizin, Verbandstoffe, Diagnostikgeräte, Betten, Reha-Hilfen, Hygieneausstattung",Ärzt:in; Pflege; Labor; Rettung; Therapie; Prävention; Medizintechnik-Wartung,"Diagnose, Behandlung, Notfallversorgung, Prävention, Therapie, Rehabilitation, Gesundheitsbildung","Medizinabfälle, Wasser-/Energiebedarf und Schadstoffpfade müssen geschlossen werden","Hitze, neue Krankheitslast, Notfallresilienz und klimafeste Infrastruktur fließen in Zeit/Intensität ein",experimentell,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz niedrig: keine Vorrangbehandlung; nur Erhaltung oder Prävention. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Medizinabfälle, Wasser-/Energiebedarf und Schadstoffpfade müssen geschlossen werden Klimabedingung: Hitze, neue Krankheitslast, Notfallresilienz und klimafeste Infrastruktur fließen in Zeit/Intensität ein",1.833973,0.458493,311124320113,158823158,K=3.04 | Z=1.45 | I=0.97 | E=1.08 | P=2.16 | W=3.64 | S=2.89 | M=2.30 | D=0.00 | B=1.37 | Ph=0.83 | R=3.26,"stark: Wirkungen 3.64, Winkelrichtung 3.26, Kausalität 3.04; schwach/zu prüfen: Intensität 0.97, Phänomene 0.83, Differenz 0.00",Highland Care Ring,Highland Commune 634,Highland Care Ring,Highland Commune 634,15607004.982017,health:Highland Commune 634->Highland Commune 634,angle=3.258; difference=0.000; determination=1.374; validity=experimentell,"service is used as social effect, not purchased service value",3.04,1.445232,0.969585,1.08,2.162078,3.64,2.890989,2.304818,0.0,1.374061,0.829624,3.257775
120,need_acceptance,buy/service_purchase,accept_service_effect,care,care_reproduction,"Sorgewirkung: Pflege, Begleitung, Schutz, Zeit, Beziehung, Entlastung","Erhaltung von Würde, Alltag, Abhängigkeitssicherheit und sozialer Bindung","Pflegehilfen, Rollstühle, Betten, Hygieneartikel, Assistenztechnik, barrierearme Ausstattung",Pflegekraft; Assistenz; Sozialarbeit; Familienentlastung; Demenzbegleitung; Nachbarschaftsteam,"Grundpflege, Betreuung, Kinderbetreuung, Altenhilfe, Behindertenassistenz, Entlastungsangebote",Kurze Wege und materialarme Fürsorge werden bevorzugt; Abfall/Hygiene muss sicher geführt werden,Hitze- und Krisenvorsorge für verletzliche Menschen ist Bestandteil der Sorgeverträge,experimentell,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz niedrig: keine Vorrangbehandlung; nur Erhaltung oder Prävention. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Kurze Wege und materialarme Fürsorge werden bevorzugt; Abfall/Hygiene muss sicher geführt werden Klimabedingung: Hitze- und Krisenvorsorge für verletzliche Menschen ist Bestandteil der Sorgeverträge",1.745255,0.436314,311123320113,158807533,K=3.24 | Z=1.22 | I=0.86 | E=0.91 | P=2.05 | W=3.20 | S=2.89 | M=2.30 | D=0.00 | B=1.37 | Ph=0.83 | R=3.26,"stark: Winkelrichtung 3.26, Kausalität 3.24, Wirkungen 3.20; schwach/zu prüfen: Intensität 0.86, Phänomene 0.83, Differenz 0.00",Highland Care Ring,Highland Commune 634,Highland Care Ring,Highland Commune 634,12954954.831302,care:Highland Commune 634->Highland Commune 634,angle=3.258; difference=0.000; determination=1.374; validity=experimentell,"service is used as social effect, not purchased service value",3.24,1.221232,0.857585,0.912,2.052035,3.2,2.890989,2.304818,0.0,1.374061,0.829624,3.257775
